product_name,category,price,merchant_info,product_details,date_and_country_pf_review,review,review_title,reviewer_name,rating_elements,product_url
"LENCENT 45W Multiple USB Wall Charger, International Cell Phone Charger with 2 PD Type-C+2 USB, Fast Charger Block for All iPad iPhone 15 14 13 12 Pro Max Pixel Note Galaxy, USA/UK/EU/AUS",Cell Phones & Accessories,19.99,LencentUS,"Product Dimensions 2.99 x 2.13 x 1.22 inches
Item Weight 3.88 ounces
ASIN B0CBKKZPCF
Item model number PA053
Customer Reviews 4.6
65 ratings
4.6 out of 5 stars
Best Sellers Rank #24,440 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)
#1,145 in Cell Phone Wall Chargers
Date First Available August 15, 2023
Manufacturer LENCENT Technology Co.,Ltd.
Country of Origin China","Reviewed in France on September 5, 2023","A la commande, j'ai pensé qu'il me le fallait absolument pour partir à l'étranger, mais je n'avais pas pensé qu'une prise classique aurait été bien utile, surtout pour brancher rasoir, sèche-cheveux, etc...
C'est juste ce qu'il manque à cet adaptateur.
Cependant, il fonctionne vraiment très bien et rendra bien service pour brancher tout ce qui est USB !","Un peu cher, mais fonctionne très bien.",GLUCOSE,"<span class=""a-icon-alt"">4.0 out of 5 stars</span>",https://www.amazon.com/dp/B0CBKKZPCF/ref=sspa_dk_detail_9?psc=1&pd_rd_i=B0CBKKZPCF&pd_rd_w=WQNqD&content-id=amzn1.sym.eb7c1ac5-7c51-4df5-ba34-ca810f1f119a&pf_rd_p=eb7c1ac5-7c51-4df5-ba34-ca810f1f119a&pf_rd_r=A1RRCP8K6RJWBEG8GP3B&pd_rd_wg=5ZEgk&pd_rd_r=57147844-9204-4541-a9eb-a7137185a9f6&s=wireless&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWw
"LENCENT 45W Multiple USB Wall Charger, International Cell Phone Charger with 2 PD Type-C+2 USB, Fast Charger Block for All iPad iPhone 15 14 13 12 Pro Max Pixel Note Galaxy, USA/UK/EU/AUS",Cell Phones & Accessories,19.99,LencentUS,"Product Dimensions 2.99 x 2.13 x 1.22 inches
Item Weight 3.88 ounces
ASIN B0CBKKZPCF
Item model number PA053
Customer Reviews 4.6
65 ratings
4.6 out of 5 stars
Best Sellers Rank #24,440 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)
#1,145 in Cell Phone Wall Chargers
Date First Available August 15, 2023
Manufacturer LENCENT Technology Co.,Ltd.
Country of Origin China","Reviewed in Spain on September 2, 2023"," La caja en la que el cargador nos llega a casa es de muy buena calidad, a todo color y causaría muy buena impresión si lo utilizásemos para regalo 🎁

En la parte trasera de la caja podemos leer que el cargador tiene tres de las homologaciones más importantes que solemos encontrar en este tipo de aparatos: La marca CE, la marca de certificación americana FCC y UKCA, un conjunto de marcados que nos permite usarlo con seguridad.

Dentro de la caja viene el cargador muy bien encajado en una bandeja de plástico, junto con los adaptadores para poder usarlo en los países que se indican en la descripción del artículo, junto con su manual de instrucciones. También vienen instrucciones en el exterior de la caja, y en el manual está más detallado, contando además con una sección en español, de la que os he sacado una foto para que podáis leerlo todo bien 😉

Cuando sacamos el cargador, la sensación es realmente buena. Algunos cargadores son de formas totalmente cuadradas y cuando se meten o se sacan del enchufe, las esquinas se clavan en los dedos, siendo un poco desagradable. En el caso de este cargador, está muy bien redondeado en sus cuatro extremos y es muy cómodo y agradable de manejar.

El plástico ABS con el que está fabricado es de muy buena calidad y no tiene ningún tipo de rebaba ni imperfección, con una textura mate ligeramente rugosa que me gusta mucho. Incorpora unas rayas en dos laterales que se sienten muy bien al contacto con los dedos y nos permiten tener mejor agarre para meterlo y sacarlo del enchufe.

Para su fabricación han combinado el color blanco con un gris claro, y realmente de una sensación muy buena. Es el primer cargador que tengo en el que se pueden cambiar las clavijas con este sistema, mediante el cual colocamos en posición la clavija y la introducimos hasta el final, y se oye un clic que la nos confirma que se ha quedado bien sujeta. Para retirarla y cambiarla por otra, simplemente hay que pulsar en un interruptor que tiene en el lateral, y libera la clavija para poderla retirar. Funciona a la perfección, y os he grabado un vídeo para que veáis el proceso 😉

El cargador tiene 4 salidas de corriente, 2 USB A, y otras 2 USB-C. Por las dos salidas USB A y la USB C que está a su lado proporciona a mi teléfono, un Samsung Galaxy S21 FE, carga normal, y con el conector USB-C que está en el extremo le proporciona carga ultrarápida 👏👏

Que el cargador disponga de estas dos opciones a la hora de cargar nuestros dispositivos viene muy bien, ya que, salvo que tengamos prisa, es mejor cargarlos con carga normal porque así la batería sufre menos, y podemos reservar la carga rápida o ultrarápida para momentos en que disponemos de poco tiempo y nos hace falta obtener la máxima carga posible.

Este cargador, además de proteger nuestra instalación eléctrica, también protege los aparatos que carguemos con él, ya que el fabricante indica que dispone de protecciones contra sobretemperatura, sobretensión, sobreintensidad y contra cortocircuitos. La calidad se ve muy buena 👍

El cargador me ha gustado, lo encuentro totalmente recomendable y no tengo dudas acerca de darle la máxima puntuación ⭐⭐⭐⭐⭐

Muchas gracias por haber leído mi reseña, y si has encontrado útiles las explicaciones y las fotos, por favor, no olvides pulsar sobre el botón ""Útil"", que es la manera de la que puedo saber si este tipo de reseñas os gustan y os pueden resultar interesantes 😉","Excelente calidad, sistema robusto para cambiar de clavija y carga ultrarápida 👍",Amazing Tester,"<span class=""a-icon-alt"">5.0 out of 5 stars</span>",https://www.amazon.com/dp/B0CBKKZPCF/ref=sspa_dk_detail_9?psc=1&pd_rd_i=B0CBKKZPCF&pd_rd_w=WQNqD&content-id=amzn1.sym.eb7c1ac5-7c51-4df5-ba34-ca810f1f119a&pf_rd_p=eb7c1ac5-7c51-4df5-ba34-ca810f1f119a&pf_rd_r=A1RRCP8K6RJWBEG8GP3B&pd_rd_wg=5ZEgk&pd_rd_r=57147844-9204-4541-a9eb-a7137185a9f6&s=wireless&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWw
"USB C Fast Charger, 160W USB C Charging Station GaN 6-Port USB C Wall Charger Block, Portable Multiport USB C Power Adapter for MacBook Pro/Air,iPad Pro,iPhone 14/13/Mini/Pro/13Pro Max/12 Galaxy Note",Cell Phones & Accessories,36.99,GZTQIE,"Package Dimensions 5.31 x 4.29 x 1.81 inches
Item Weight 9.9 ounces
ASIN B0BN9WLG7X
Item model number M2
Customer Reviews 4.5
326 ratings
4.5 out of 5 stars
Best Sellers Rank #8,883 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)
#585 in Cell Phone Wall Chargers
Date First Available November 25, 2022
Manufacturer Shenzhen HeFod Electronics Co.,Ltd.","Reviewed in the United States on July 4, 2023","+ I purchased this to replace broken MacBook charger. Delighted to have 3 extra USB-A , 2 USB-C ( 1 is 15 V).
+ Detachable A/C power cord convenient for packing/replacement.
- Labeling is poor. There is (faint) labeling on the OPPOSITE end of unit from the outlets.
+ There IS a nice printed label for all 6 outlets included. I cut this out. Taped it (reversed) then retaped it to the main body lined up with outlets ..so now you know why its such a messy taping job.
! Suggestion. Make that printed label have an adhesive backing so you can apply it permanently.
OR.. just print in legible ink and font .. the labeling on the otherwise empty side.",Power for All,Robert D. Butterfield,4.0 out of 5 stars,https://www.amazon.com/dp/B0BN9WLG7X/ref=sspa_dk_detail_5?psc=1&pd_rd_i=B0BN9WLG7X&pd_rd_w=1QL5F&content-id=amzn1.sym.386c274b-4bfe-4421-9052-a1a56db557ab&pf_rd_p=386c274b-4bfe-4421-9052-a1a56db557ab&pf_rd_r=MTP5JXXTHS2W4KMJ4AQ3&pd_rd_wg=wb4eS&pd_rd_r=0e5430c6-29e0-45ee-a020-5cfe6a2d323e&s=wireless&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM
"USB C Fast Charger, 160W USB C Charging Station GaN 6-Port USB C Wall Charger Block, Portable Multiport USB C Power Adapter for MacBook Pro/Air,iPad Pro,iPhone 14/13/Mini/Pro/13Pro Max/12 Galaxy Note",Cell Phones & Accessories,36.99,GZTQIE,"Package Dimensions 5.31 x 4.29 x 1.81 inches
Item Weight 9.9 ounces
ASIN B0BN9WLG7X
Item model number M2
Customer Reviews 4.5
326 ratings
4.5 out of 5 stars
Best Sellers Rank #8,883 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)
#585 in Cell Phone Wall Chargers
Date First Available November 25, 2022
Manufacturer Shenzhen HeFod Electronics Co.,Ltd.","Reviewed in the United States on September 20, 2023","Great charger with plenty of power for all my needs... charging my JBL Slip 5, Samsung Z Fold3 (Fast Charging), and MacBook.

At 1 month, both chargers are working well and no overheating issues.Buying 2 more for travel.",Great Charger for Multiple Devices,AlpeshMPatel,5.0 out of 5 stars,https://www.amazon.com/dp/B0BN9WLG7X/ref=sspa_dk_detail_5?psc=1&pd_rd_i=B0BN9WLG7X&pd_rd_w=1QL5F&content-id=amzn1.sym.386c274b-4bfe-4421-9052-a1a56db557ab&pf_rd_p=386c274b-4bfe-4421-9052-a1a56db557ab&pf_rd_r=MTP5JXXTHS2W4KMJ4AQ3&pd_rd_wg=wb4eS&pd_rd_r=0e5430c6-29e0-45ee-a020-5cfe6a2d323e&s=wireless&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM
"USB C Fast Charger, 160W USB C Charging Station GaN 6-Port USB C Wall Charger Block, Portable Multiport USB C Power Adapter for MacBook Pro/Air,iPad Pro,iPhone 14/13/Mini/Pro/13Pro Max/12 Galaxy Note",Cell Phones & Accessories,36.99,GZTQIE,"Package Dimensions 5.31 x 4.29 x 1.81 inches
Item Weight 9.9 ounces
ASIN B0BN9WLG7X
Item model number M2
Customer Reviews 4.5
326 ratings
4.5 out of 5 stars
Best Sellers Rank #8,883 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)
#585 in Cell Phone Wall Chargers
Date First Available November 25, 2022
Manufacturer Shenzhen HeFod Electronics Co.,Ltd.","Reviewed in the United States on June 11, 2023","I've only had this charger for a couple of days so I can't speak to its durability, but I can say that it's very compact and light, and works fine out of the box. There's a bright but very tiny red light on the front when it's plugged in. I have this on my bedside table but it doesn't face my bed so the light doesn't bother me at all. My only quibble is that it's so light and the bottom is so narrow that plugging anything into it throws it off balance and makes it tip over. If you want to have it stand vertically like in the seller's photos then you'll need to brace it with a couple of knick-knacks that have a bit of heft.","Compact, but stays upright only with help",Susan A.,4.0 out of 5 stars,https://www.amazon.com/dp/B0BN9WLG7X/ref=sspa_dk_detail_5?psc=1&pd_rd_i=B0BN9WLG7X&pd_rd_w=1QL5F&content-id=amzn1.sym.386c274b-4bfe-4421-9052-a1a56db557ab&pf_rd_p=386c274b-4bfe-4421-9052-a1a56db557ab&pf_rd_r=MTP5JXXTHS2W4KMJ4AQ3&pd_rd_wg=wb4eS&pd_rd_r=0e5430c6-29e0-45ee-a020-5cfe6a2d323e&s=wireless&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM
"USB C Fast Charger, 160W USB C Charging Station GaN 6-Port USB C Wall Charger Block, Portable Multiport USB C Power Adapter for MacBook Pro/Air,iPad Pro,iPhone 14/13/Mini/Pro/13Pro Max/12 Galaxy Note",Cell Phones & Accessories,36.99,GZTQIE,"Package Dimensions 5.31 x 4.29 x 1.81 inches
Item Weight 9.9 ounces
ASIN B0BN9WLG7X
Item model number M2
Customer Reviews 4.5
326 ratings
4.5 out of 5 stars
Best Sellers Rank #8,883 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)
#585 in Cell Phone Wall Chargers
Date First Available November 25, 2022
Manufacturer Shenzhen HeFod Electronics Co.,Ltd.","Reviewed in the United States on September 20, 2023","This product is as expected per advertizing. Connections seem solid. It would be great if there were a non-slip surface, but that could be easily added with some silicone drops. I like the color-coded ports.",Powerful as advertized.,Amazon Customer,5.0 out of 5 stars,https://www.amazon.com/dp/B0BN9WLG7X/ref=sspa_dk_detail_5?psc=1&pd_rd_i=B0BN9WLG7X&pd_rd_w=1QL5F&content-id=amzn1.sym.386c274b-4bfe-4421-9052-a1a56db557ab&pf_rd_p=386c274b-4bfe-4421-9052-a1a56db557ab&pf_rd_r=MTP5JXXTHS2W4KMJ4AQ3&pd_rd_wg=wb4eS&pd_rd_r=0e5430c6-29e0-45ee-a020-5cfe6a2d323e&s=wireless&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM
"USB C Fast Charger, 160W USB C Charging Station GaN 6-Port USB C Wall Charger Block, Portable Multiport USB C Power Adapter for MacBook Pro/Air,iPad Pro,iPhone 14/13/Mini/Pro/13Pro Max/12 Galaxy Note",Cell Phones & Accessories,36.99,GZTQIE,"Package Dimensions 5.31 x 4.29 x 1.81 inches
Item Weight 9.9 ounces
ASIN B0BN9WLG7X
Item model number M2
Customer Reviews 4.5
326 ratings
4.5 out of 5 stars
Best Sellers Rank #8,883 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)
#585 in Cell Phone Wall Chargers
Date First Available November 25, 2022
Manufacturer Shenzhen HeFod Electronics Co.,Ltd.","Reviewed in the United States on September 14, 2023",Everything works and great but there is no labeling of how much watt in each outlet except for the top highest 65w. The other ones are not labeled but still works good in a compact design.,GREAT PRODUCT,MICHAEL RHEE,5.0 out of 5 stars,https://www.amazon.com/dp/B0BN9WLG7X/ref=sspa_dk_detail_5?psc=1&pd_rd_i=B0BN9WLG7X&pd_rd_w=1QL5F&content-id=amzn1.sym.386c274b-4bfe-4421-9052-a1a56db557ab&pf_rd_p=386c274b-4bfe-4421-9052-a1a56db557ab&pf_rd_r=MTP5JXXTHS2W4KMJ4AQ3&pd_rd_wg=wb4eS&pd_rd_r=0e5430c6-29e0-45ee-a020-5cfe6a2d323e&s=wireless&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM
"USB C Fast Charger, 160W USB C Charging Station GaN 6-Port USB C Wall Charger Block, Portable Multiport USB C Power Adapter for MacBook Pro/Air,iPad Pro,iPhone 14/13/Mini/Pro/13Pro Max/12 Galaxy Note",Cell Phones & Accessories,36.99,GZTQIE,"Package Dimensions 5.31 x 4.29 x 1.81 inches
Item Weight 9.9 ounces
ASIN B0BN9WLG7X
Item model number M2
Customer Reviews 4.5
326 ratings
4.5 out of 5 stars
Best Sellers Rank #8,883 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)
#585 in Cell Phone Wall Chargers
Date First Available November 25, 2022
Manufacturer Shenzhen HeFod Electronics Co.,Ltd.","Reviewed in the United States on February 26, 2023","The good: Charges absolutely everything I put on it, and quickly. Great for using beside the bed and plugging my watch charger, phone mag charger, iPad, AirPods, and MacBook into - allllll at the same time. No issues.
The not-so-good: Manufacturer says it will output 65W on the top (red) USB-C port. Under no circumstance would the unit charge at 65 watts. With only a MacBook Pro connected to the top port, the unit would show a momentary peak of 61.79W, but drop to an average of 58W or less. On the original apple charger, I would see peak charging of 78W and averages closer to 65W using my test equipment. Will you miss those watts? Probably not, but I hate when I buy something that doesn’t perform as advertised.","MacBook or iPads, this works, but not as advertised.",mixmaven,4.0 out of 5 stars,https://www.amazon.com/dp/B0BN9WLG7X/ref=sspa_dk_detail_5?psc=1&pd_rd_i=B0BN9WLG7X&pd_rd_w=1QL5F&content-id=amzn1.sym.386c274b-4bfe-4421-9052-a1a56db557ab&pf_rd_p=386c274b-4bfe-4421-9052-a1a56db557ab&pf_rd_r=MTP5JXXTHS2W4KMJ4AQ3&pd_rd_wg=wb4eS&pd_rd_r=0e5430c6-29e0-45ee-a020-5cfe6a2d323e&s=wireless&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM
"USB C Fast Charger, 160W USB C Charging Station GaN 6-Port USB C Wall Charger Block, Portable Multiport USB C Power Adapter for MacBook Pro/Air,iPad Pro,iPhone 14/13/Mini/Pro/13Pro Max/12 Galaxy Note",Cell Phones & Accessories,36.99,GZTQIE,"Package Dimensions 5.31 x 4.29 x 1.81 inches
Item Weight 9.9 ounces
ASIN B0BN9WLG7X
Item model number M2
Customer Reviews 4.5
326 ratings
4.5 out of 5 stars
Best Sellers Rank #8,883 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)
#585 in Cell Phone Wall Chargers
Date First Available November 25, 2022
Manufacturer Shenzhen HeFod Electronics Co.,Ltd.","Reviewed in the United States on September 16, 2023","Exactly what I needed on my bed side to charge my devices. Love it.
Be ready to stick rubber grommets or command strips to an area best to keep it around.",Great power - charges all my devices flawlessly.,Mike,5.0 out of 5 stars,https://www.amazon.com/dp/B0BN9WLG7X/ref=sspa_dk_detail_5?psc=1&pd_rd_i=B0BN9WLG7X&pd_rd_w=1QL5F&content-id=amzn1.sym.386c274b-4bfe-4421-9052-a1a56db557ab&pf_rd_p=386c274b-4bfe-4421-9052-a1a56db557ab&pf_rd_r=MTP5JXXTHS2W4KMJ4AQ3&pd_rd_wg=wb4eS&pd_rd_r=0e5430c6-29e0-45ee-a020-5cfe6a2d323e&s=wireless&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM
"USB C Fast Charger, 160W USB C Charging Station GaN 6-Port USB C Wall Charger Block, Portable Multiport USB C Power Adapter for MacBook Pro/Air,iPad Pro,iPhone 14/13/Mini/Pro/13Pro Max/12 Galaxy Note",Cell Phones & Accessories,36.99,GZTQIE,"Package Dimensions 5.31 x 4.29 x 1.81 inches
Item Weight 9.9 ounces
ASIN B0BN9WLG7X
Item model number M2
Customer Reviews 4.5
326 ratings
4.5 out of 5 stars
Best Sellers Rank #8,883 in Cell Phones & Accessories (See Top 100 in Cell Phones & Accessories)
#585 in Cell Phone Wall Chargers
Date First Available November 25, 2022
Manufacturer Shenzhen HeFod Electronics Co.,Ltd.","Reviewed in the United States on September 20, 2023","This is a nice little charger that has a decently long power cord leading to the unit, and which has operated flawlessly since purchase.","Reliable, compact charge works as anticipated",Amazon Customer,5.0 out of 5 stars,https://www.amazon.com/dp/B0BN9WLG7X/ref=sspa_dk_detail_5?psc=1&pd_rd_i=B0BN9WLG7X&pd_rd_w=1QL5F&content-id=amzn1.sym.386c274b-4bfe-4421-9052-a1a56db557ab&pf_rd_p=386c274b-4bfe-4421-9052-a1a56db557ab&pf_rd_r=MTP5JXXTHS2W4KMJ4AQ3&pd_rd_wg=wb4eS&pd_rd_r=0e5430c6-29e0-45ee-a020-5cfe6a2d323e&s=wireless&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWxfdGhlbWF0aWM
"Simple Mobile Samsung Galaxy A03s, 32GB, Black - Prepaid Smartphone (Locked)",Cell Phones & Accessories,49.88,Amazon.com,"Product Dimensions 2.04 x 6.31 x 8.25 inches
Item Weight 12.8 ounces
ASIN B0BBXD7S5R
Item model number SMSAS134DCP
Batteries 1 Lithium Ion batteries required. (included)
Customer Reviews 4.1
178 ratings
4.1 out of 5 stars
OS Android 11.0
RAM 3 GB
Connectivity technologies Bluetooth, Wi-Fi, USB
GPS True
Other display features Wireless
Human Interface Input Touchscreen
Other camera features Rear, Front
Form Factor Smartphone
Color BLACK
Battery Power Rating 5000 Milliampere Hour (mAh)
Whats in the box User Manual, Service Guide, Charger, USB Cable
Manufacturer SAMSUNG
Country of Origin China
Date First Available August 25, 2022
Memory Storage Capacity 32 GB
Standing screen display size 6.51 Inches
Ram Memory Installed Size 3 GB
Battery Capacity 5 Milliamp Hours
Weight 12.8 Ounces
Charging Time 218 minutes","Reviewed in the United States on December 27, 2022"," This phone is one of the best cheap phones that costed under $40 for me, the battery life is astonishingly amazing for such a cheap price and same goes for the display as well. It even gives off that flagship feel and look even though it is a budget phone. Even the camera is surprisingly well with 3 on the back for a wide view and 32GB of storage to hold my video in. The casing on it can withstand 1 meter drops onto a hard surface without any damage to it on every side. Seemless navigation with with gestures and buttons and motion with transition effects are always smooth including the One UI Home launcher. A few additional apps offered during setup from both TracFone and Google Play Store per usual but keep in mind some random games and social apps like TikTok and SnapChat will randomly install itself after you connect it to Wi-Fi during the setup process even after the setup is complete which takes up a whole gigabyte of storage but you can uninstall these apps right afterward (Facebook is pre-installed into the system so you can only disable that). However keep in mind right afterward you finish the setup of the device, update it to android 12 before putting any data on it because it might get stuck and you'd have to factory reset it to do the setup all over again, after that everything is good just do the setup again and remove the apps that install themselves and you're good to go. Another downside is that some notable standard features such as sound customizations like amplifier and equalizer are missing from the settings as well as screen recorder/screenshot tools are also missing from the quick panel even though those are also supposed to come standard with all One UI devices. I can't seem to find Good Lock in the Galaxy Store and Sound Assistant doesn't work right without the sound equalizer feature. I understand it has no Bixby features since this is a budget device and not a regular mid range A series or flagship, but some of the essentials I like using on my other One UI devices aren't there or are supported. However in the end this device has amazing hardware for the cheap price and the functionality can really be amazing for what you'll get out of a budget phone. -Kai Edward Bannon, Android technology expert","Great cheap phone, but be careful when upgrading to android 12, battery can last all week.",Kai Bannon,4.0 out of 5 stars,https://www.amazon.com/Simple-Mobile-Samsung-Galaxy-Black/dp/B0BBXD7S5R/ref=sr_1_13?crid=LAGBBFNTL7ML&keywords=phone&qid=1695510145&sprefix=phone%2Caps%2C893&sr=8-13
"Simple Mobile Samsung Galaxy A03s, 32GB, Black - Prepaid Smartphone (Locked)",Cell Phones & Accessories,49.88,Amazon.com,"Product Dimensions 2.04 x 6.31 x 8.25 inches
Item Weight 12.8 ounces
ASIN B0BBXD7S5R
Item model number SMSAS134DCP
Batteries 1 Lithium Ion batteries required. (included)
Customer Reviews 4.1
178 ratings
4.1 out of 5 stars
OS Android 11.0
RAM 3 GB
Connectivity technologies Bluetooth, Wi-Fi, USB
GPS True
Other display features Wireless
Human Interface Input Touchscreen
Other camera features Rear, Front
Form Factor Smartphone
Color BLACK
Battery Power Rating 5000 Milliampere Hour (mAh)
Whats in the box User Manual, Service Guide, Charger, USB Cable
Manufacturer SAMSUNG
Country of Origin China
Date First Available August 25, 2022
Memory Storage Capacity 32 GB
Standing screen display size 6.51 Inches
Ram Memory Installed Size 3 GB
Battery Capacity 5 Milliamp Hours
Weight 12.8 Ounces
Charging Time 218 minutes","Reviewed in the United States on August 1, 2023",this is a wonderfully and well-built designed phone it's fast it's simple to use it has the capability of being 5G with straight talk and it can take an expandable memory it has a very wonderful interface great camera as a computer and it technician I was able to reflash Android 12 OS for a Samsung Galaxy this is my favorite phone five stars you just got to have a app called ram cleaner pro to keep it from slowing down and then you can enjoy everything thank you Amazon and thank you Samsung 5 stars excellent device！,AWESOME SAMSUNG GALAXY,lisa,5.0 out of 5 stars,https://www.amazon.com/Simple-Mobile-Samsung-Galaxy-Black/dp/B0BBXD7S5R/ref=sr_1_13?crid=LAGBBFNTL7ML&keywords=phone&qid=1695510145&sprefix=phone%2Caps%2C893&sr=8-13
"Simple Mobile Samsung Galaxy A03s, 32GB, Black - Prepaid Smartphone (Locked)",Cell Phones & Accessories,49.88,Amazon.com,"Product Dimensions 2.04 x 6.31 x 8.25 inches
Item Weight 12.8 ounces
ASIN B0BBXD7S5R
Item model number SMSAS134DCP
Batteries 1 Lithium Ion batteries required. (included)
Customer Reviews 4.1
178 ratings
4.1 out of 5 stars
OS Android 11.0
RAM 3 GB
Connectivity technologies Bluetooth, Wi-Fi, USB
GPS True
Other display features Wireless
Human Interface Input Touchscreen
Other camera features Rear, Front
Form Factor Smartphone
Color BLACK
Battery Power Rating 5000 Milliampere Hour (mAh)
Whats in the box User Manual, Service Guide, Charger, USB Cable
Manufacturer SAMSUNG
Country of Origin China
Date First Available August 25, 2022
Memory Storage Capacity 32 GB
Standing screen display size 6.51 Inches
Ram Memory Installed Size 3 GB
Battery Capacity 5 Milliamp Hours
Weight 12.8 Ounces
Charging Time 218 minutes","Reviewed in the United States on July 22, 2023",Slower than my 7 or 9 back in the day. It is a steal to get everything galaxy and not pay a grand. Storage is significantly less and it is not QPC bar code/scanner enabled. A feature that you can't get through your app stores either.,Galaxy features at a discount price,Lester.melissa2017@gmail. com,4.0 out of 5 stars,https://www.amazon.com/Simple-Mobile-Samsung-Galaxy-Black/dp/B0BBXD7S5R/ref=sr_1_13?crid=LAGBBFNTL7ML&keywords=phone&qid=1695510145&sprefix=phone%2Caps%2C893&sr=8-13
"Simple Mobile Samsung Galaxy A03s, 32GB, Black - Prepaid Smartphone (Locked)",Cell Phones & Accessories,49.88,Amazon.com,"Product Dimensions 2.04 x 6.31 x 8.25 inches
Item Weight 12.8 ounces
ASIN B0BBXD7S5R
Item model number SMSAS134DCP
Batteries 1 Lithium Ion batteries required. (included)
Customer Reviews 4.1
178 ratings
4.1 out of 5 stars
OS Android 11.0
RAM 3 GB
Connectivity technologies Bluetooth, Wi-Fi, USB
GPS True
Other display features Wireless
Human Interface Input Touchscreen
Other camera features Rear, Front
Form Factor Smartphone
Color BLACK
Battery Power Rating 5000 Milliampere Hour (mAh)
Whats in the box User Manual, Service Guide, Charger, USB Cable
Manufacturer SAMSUNG
Country of Origin China
Date First Available August 25, 2022
Memory Storage Capacity 32 GB
Standing screen display size 6.51 Inches
Ram Memory Installed Size 3 GB
Battery Capacity 5 Milliamp Hours
Weight 12.8 Ounces
Charging Time 218 minutes","Reviewed in the United States on August 10, 2023","this would be a good phone if it were possible to disable or uninstal OneUI, but alas, it is not possible to avoid OneUI so the phone is quite slow as shipped. it got to decent by doing the following: install apps, including gboard, choose browser, and the standard google apps for contacts phone and messages. also disable battery use, notifications and data use wherever possible for all the samsung apps and wherever possible disable or uninstall samsung apps.",good hardware hobbled by OneUI but.....,foobarproof,3.0 out of 5 stars,https://www.amazon.com/Simple-Mobile-Samsung-Galaxy-Black/dp/B0BBXD7S5R/ref=sr_1_13?crid=LAGBBFNTL7ML&keywords=phone&qid=1695510145&sprefix=phone%2Caps%2C893&sr=8-13
"Simple Mobile Samsung Galaxy A03s, 32GB, Black - Prepaid Smartphone (Locked)",Cell Phones & Accessories,49.88,Amazon.com,"Product Dimensions 2.04 x 6.31 x 8.25 inches
Item Weight 12.8 ounces
ASIN B0BBXD7S5R
Item model number SMSAS134DCP
Batteries 1 Lithium Ion batteries required. (included)
Customer Reviews 4.1
178 ratings
4.1 out of 5 stars
OS Android 11.0
RAM 3 GB
Connectivity technologies Bluetooth, Wi-Fi, USB
GPS True
Other display features Wireless
Human Interface Input Touchscreen
Other camera features Rear, Front
Form Factor Smartphone
Color BLACK
Battery Power Rating 5000 Milliampere Hour (mAh)
Whats in the box User Manual, Service Guide, Charger, USB Cable
Manufacturer SAMSUNG
Country of Origin China
Date First Available August 25, 2022
Memory Storage Capacity 32 GB
Standing screen display size 6.51 Inches
Ram Memory Installed Size 3 GB
Battery Capacity 5 Milliamp Hours
Weight 12.8 Ounces
Charging Time 218 minutes","Reviewed in the United States on July 14, 2023","Great size! I wanted a back-up, wi-fi only ""tablet"" (media machine) when I'm traveling. Pretty happy with the device, since it's such a big size, not much smaller than Amazon Fire 7, and has full Android!","Got it as a backup ""tablet"", pretty good for that!",Elena Lee,5.0 out of 5 stars,https://www.amazon.com/Simple-Mobile-Samsung-Galaxy-Black/dp/B0BBXD7S5R/ref=sr_1_13?crid=LAGBBFNTL7ML&keywords=phone&qid=1695510145&sprefix=phone%2Caps%2C893&sr=8-13
